| B | AC | AIP | AIN | AJP | AJN |
4.37507e-05 , 0.0031746 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-1.89617e-07 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
1.35791e-07 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-7.52968e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-2.75603e-08 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-2.49509e-08 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-2.07417e-08 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-1.64714e-08 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-1.34338e-08 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-1.14672e-08 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-9.20111e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-8.12258e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-7.01906e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-5.92761e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-5.23903e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-4.59605e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-4.4184e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-4.01696e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-3.44226e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-2.94963e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-3.14423e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-2.37037e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-2.68667e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-2.31036e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-2.2764e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-1.73457e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-1.75957e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-1.52734e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-1.79788e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-1.26735e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-1.37556e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
-1.26278e-09 , 0.0047619 , -0.0015873 , -0.0015873 , -0.0015873 , -0.0015873
