ITERATION: 94622
BOX DIMENSIONS , 1 , 1
MATRIX DIMENSIONS , 129 , 129
RE , 5000
| X | Y | U | V | P |
0 , 0 , 0 , 0 , 0.0568384
0.0078125 , 0 , -2.71506e-05 , 0 , 0.056842
0.015625 , 0 , -1.1379e-05 , 0 , 0.0568483
0.0234375 , 0 , 7.63937e-05 , 0 , 0.056855
0.03125 , 0 , 0.000237871 , 0 , 0.0568602
0.0390625 , 0 , 0.000462883 , 0 , 0.0568622
0.046875 , 0 , 0.000735323 , 0 , 0.0568599
0.0546875 , 0 , 0.00103614 , 0 , 0.0568527
0.0625 , 0 , 0.00134561 , 0 , 0.0568405
0.0703125 , 0 , 0.00164542 , 0 , 0.0568234
0.078125 , 0 , 0.00192037 , 0 , 0.0568023
0.0859375 , 0 , 0.00215959 , 0 , 0.0567778
0.09375 , 0 , 0.00235714 , 0 , 0.0567509
0.101562 , 0 , 0.00251187 , 0 , 0.0567225
0.109375 , 0 , 0.0026269 , 0 , 0.0566933
0.117188 , 0 , 0.00270865 , 0 , 0.0566638
0.125 , 0 , 0.00276576 , 0 , 0.0566342
0.132812 , 0 , 0.00280797 , 0 , 0.0566045
0.140625 , 0 , 0.00284506 , 0 , 0.0565745
0.148438 , 0 , 0.00288593 , 0 , 0.0565436
0.15625 , 0 , 0.0029378 , 0 , 0.0565111
0.164062 , 0 , 0.0030056 , 0 , 0.0564763
0.171875 , 0 , 0.00309165 , 0 , 0.0564383
0.179688 , 0 , 0.00319547 , 0 , 0.0563959
0.1875 , 0 , 0.00331408 , 0 , 0.0563484
0.195312 , 0 , 0.00344243 , 0 , 0.0562948
0.203125 , 0 , 0.00357416 , 0 , 0.0562343
0.210938 , 0 , 0.00370234 , 0 , 0.0561661
0.21875 , 0 , 0.00382012 , 0 , 0.0560893
0.226562 , 0 , 0.00392104 , 0 , 0.056003
0.234375 , 0 , 0.00399905 , 0 , 0.0559064
0.242188 , 0 , 0.00404816 , 0 , 0.0557983
0.25 , 0 , 0.00406193 , 0 , 0.0556776
0.257812 , 0 , 0.00403293 , 0 , 0.0555429
0.265625 , 0 , 0.00395235 , 0 , 0.0553927
0.273438 , 0 , 0.0038098 , 0 , 0.0552256
0.28125 , 0 , 0.00359334 , 0 , 0.0550403
0.289062 , 0 , 0.00328955 , 0 , 0.0548351
0.296875 , 0 , 0.00288376 , 0 , 0.0546089
0.304688 , 0 , 0.00236035 , 0 , 0.0543607
